,Node Label,PN incoming Connections,FSI incoming Connections,LTS incoming Connections
8155,PN,0,0,0
8156,PN,0,0,1
8157,PN,40,43,12
8158,PN,29,18,15
8159,PN,34,30,21
8160,PN,18,17,9
8161,PN,38,42,26
8162,PN,6,5,4
8163,PN,21,16,16
8164,PN,32,34,19
8165,PN,1,0,0
8166,PN,0,0,0
8167,PN,17,16,11
8168,PN,0,0,0
8169,PN,31,24,16
8170,PN,26,31,17
8171,PN,0,2,1
8172,PN,24,39,16
8173,PN,20,13,13
8174,PN,23,34,17
8175,PN,4,1,1
8176,PN,26,34,25
8177,PN,3,4,3
8178,PN,27,25,16
8179,PN,0,0,0
8180,PN,6,4,1
8181,PN,2,5,4
8182,PN,25,21,16
8183,PN,18,21,22
8184,PN,24,18,15
8185,PN,37,28,16
8186,PN,24,17,14
8187,PN,1,1,0
8188,PN,3,6,3
8189,PN,29,27,21
8190,PN,0,0,0
8191,PN,2,0,0
8192,PN,34,28,27
8193,PN,1,0,1
8194,PN,14,10,11
8195,PN,25,22,17
8196,PN,11,16,12
8197,PN,6,9,5
8198,PN,51,63,31
8199,PN,25,23,6
8200,PN,8,8,5
8201,PN,10,14,6
8202,PN,22,18,9
8203,PN,0,1,0
8204,PN,16,11,3
8205,PN,31,20,26
8206,PN,3,14,8
8207,PN,0,2,1
8208,PN,29,28,23
8209,PN,3,12,6
8210,PN,16,25,12
8211,PN,14,17,13
8212,PN,0,2,0
8213,PN,4,3,7
8214,PN,2,6,3
8215,PN,2,7,7
8216,PN,4,2,4
8217,PN,34,35,19
8218,PN,26,36,11
8219,PN,30,24,28
8220,PN,13,21,7
8221,PN,0,2,1
8222,PN,19,24,12
8223,PN,23,21,18
8224,PN,0,0,0
8225,PN,13,15,12
8226,PN,34,19,13
8227,PN,14,7,7
8228,PN,11,11,20
8229,PN,2,5,3
8230,PN,10,11,11
8231,PN,15,16,14
8232,PN,5,14,14
8233,PN,3,4,4
8234,PN,2,11,5
8235,PN,21,15,12
8236,PN,11,11,2
8237,PN,0,0,1
8238,PN,0,0,0
8239,PN,3,6,4
8240,PN,20,17,6
8241,PN,19,23,17
8242,PN,23,23,9
8243,PN,12,11,11
8244,PN,0,2,2
8245,PN,16,17,8
8246,PN,5,5,3
8247,PN,4,2,4
8248,PN,4,6,9
8249,PN,25,28,15
8250,PN,8,14,8
8251,PN,2,2,6
8252,PN,11,8,10
8253,PN,27,32,19
8254,PN,10,15,11
8255,PN,34,18,13
8256,PN,36,14,14
8257,PN,36,30,23
8258,PN,20,21,14
8259,PN,0,0,0
8260,PN,15,15,15
8261,PN,31,31,23
8262,PN,19,16,7
8263,PN,13,27,10
8264,PN,0,1,0
8265,PN,28,27,26
8266,PN,27,22,24
8267,PN,18,21,10
8268,PN,34,16,13
8269,PN,14,7,9
8270,PN,0,3,1
8271,PN,5,2,3
8272,PN,0,8,8
8273,PN,34,36,21
8274,PN,27,28,20
8275,PN,34,27,20
8276,PN,0,1,0
8277,PN,20,16,9
8278,PN,40,33,18
8279,PN,32,35,21
8280,PN,0,1,0
8281,PN,13,19,16
8282,PN,25,19,15
8283,PN,0,0,0
8284,PN,2,1,2
8285,PN,26,20,15
8286,PN,0,0,1
8287,PN,1,3,4
8288,PN,0,0,0
8289,PN,12,6,9
8290,PN,3,11,5
8291,PN,0,0,1
8292,PN,4,5,3
8293,PN,36,32,18
8294,PN,4,5,4
8295,PN,0,0,0
8296,PN,29,22,16
8297,PN,30,26,17
8298,PN,24,13,4
8299,PN,0,0,0
8300,PN,0,3,0
8301,PN,16,15,12
8302,PN,5,4,1
8303,PN,28,25,13
8304,PN,14,14,8
8305,PN,38,30,11
8306,PN,55,46,24
8307,PN,1,4,2
8308,PN,39,31,16
8309,PN,0,1,2
8310,PN,9,8,1
8311,PN,13,22,21
8312,PN,0,0,2
8313,PN,24,17,11
8314,PN,7,15,6
8315,PN,0,0,0
8316,PN,18,10,8
8317,PN,46,39,22
8318,PN,2,6,2
8319,PN,0,0,0
8320,PN,17,15,8
8321,PN,0,1,1
8322,PN,21,24,11
8323,PN,7,8,2
8324,PN,7,12,11
8325,PN,1,4,0
8326,PN,2,3,8
8327,PN,0,0,1
8328,PN,0,0,0
8329,PN,32,31,9
8330,PN,0,1,2
8331,PN,30,32,21
8332,PN,25,24,18
8333,PN,10,6,9
8334,PN,10,9,4
8335,PN,31,31,12
8336,PN,14,21,11
8337,PN,2,3,1
8338,PN,1,4,5
8339,PN,1,2,2
8340,PN,6,2,2
8341,PN,6,9,9
8342,PN,30,31,18
8343,PN,0,1,0
8344,PN,0,3,2
8345,PN,11,9,7
8346,PN,12,20,10
8347,PN,0,0,0
8348,PN,12,6,6
8349,PN,0,2,2
8350,PN,22,16,10
8351,PN,18,11,5
8352,PN,2,2,0
8353,PN,4,7,4
8354,PN,52,32,16
8355,PN,1,0,1
8356,PN,5,7,4
8357,PN,1,1,2
8358,PN,6,6,3
8359,PN,1,4,4
8360,PN,14,10,8
8361,PN,31,25,14
8362,PN,4,5,2
8363,PN,2,1,2
8364,PN,12,18,6
8365,PN,0,3,1
8366,PN,13,14,8
8367,PN,0,0,1
8368,PN,47,20,20
8369,PN,26,17,20
8370,PN,27,25,24
8371,PN,23,14,13
8372,PN,0,1,1
8373,PN,9,9,12
8374,PN,9,18,14
8375,PN,7,6,5
8376,PN,0,1,0
8377,PN,23,24,13
8378,PN,7,6,4
8379,PN,41,24,18
8380,PN,29,14,15
8381,PN,11,11,5
8382,PN,3,7,2
8383,PN,12,11,9
8384,PN,34,27,28
8385,PN,1,1,1
8386,PN,28,27,23
8387,PN,6,9,7
8388,PN,0,0,0
8389,PN,24,20,23
8390,PN,1,4,2
8391,PN,1,2,0
8392,PN,21,19,14
8393,PN,4,10,3
8394,PN,5,8,4
8395,PN,10,6,6
8396,PN,0,0,1
8397,PN,0,0,0
8398,PN,0,0,0
8399,PN,9,8,6
8400,PN,33,22,12
8401,PN,14,9,5
8402,PN,20,23,6
8403,PN,33,17,15
8404,PN,14,20,12
8405,PN,30,33,26
8406,PN,0,0,2
8407,PN,23,24,15
8408,PN,11,14,8
8409,PN,0,0,0
8410,PN,15,23,6
8411,PN,16,31,14
8412,PN,41,27,17
8413,PN,21,11,12
8414,PN,19,20,20
8415,PN,24,25,13
8416,PN,5,6,3
8417,PN,25,25,12
8418,PN,0,0,1
8419,PN,9,10,7
8420,PN,16,15,12
8421,PN,1,0,0
8422,PN,25,22,14
8423,PN,5,9,5
8424,PN,27,27,22
8425,PN,1,3,6
8426,PN,11,6,7
8427,PN,21,23,13
8428,PN,14,22,13
8429,PN,23,21,16
8430,PN,0,0,0
8431,PN,0,1,2
8432,PN,9,18,9
8433,PN,0,0,1
8434,PN,3,4,5
8435,PN,7,12,6
8436,PN,1,3,0
8437,PN,34,32,24
8438,PN,12,17,11
8439,PN,7,7,6
8440,PN,46,47,27
8441,PN,13,15,9
8442,PN,2,0,3
8443,PN,1,5,5
8444,PN,2,2,1
8445,PN,0,1,0
8446,PN,4,9,8
8447,PN,8,16,8
8448,PN,28,16,13
8449,PN,5,5,4
8450,PN,0,0,1
8451,PN,18,16,15
8452,PN,6,11,9
8453,PN,1,2,2
8454,PN,23,14,18
8455,PN,2,4,6
8456,PN,0,1,2
8457,PN,6,4,4
8458,PN,36,42,19
8459,PN,44,52,26
8460,PN,1,2,3
8461,PN,19,14,9
8462,PN,3,9,5
8463,PN,0,2,1
8464,PN,15,23,9
8465,PN,47,45,26
8466,PN,1,5,1
8467,PN,12,16,8
8468,PN,47,28,22
8469,PN,0,7,5
8470,PN,26,33,25
8471,PN,9,16,9
8472,PN,41,21,17
8473,PN,31,25,26
8474,PN,12,19,12
8475,PN,8,11,12
8476,PN,0,0,0
8477,PN,23,21,24
8478,PN,0,0,0
8479,PN,4,6,8
8480,PN,0,1,0
8481,PN,0,1,0
8482,PN,34,28,19
8483,PN,53,51,16
8484,PN,10,16,12
8485,PN,28,24,16
8486,PN,0,2,7
8487,PN,11,13,7
8488,PN,0,1,0
8489,PN,21,13,16
8490,PN,3,5,4
8491,PN,26,15,13
8492,PN,31,28,14
8493,PN,43,33,19
8494,PN,22,22,10
8495,PN,3,9,5
8496,PN,26,14,16
8497,PN,8,17,2
8498,PN,21,21,9
8499,PN,21,17,13
8500,PN,24,34,19
8501,PN,55,36,22
8502,PN,22,18,12
8503,PN,35,37,24
8504,PN,27,13,14
8505,PN,8,5,2
8506,PN,20,16,13
8507,PN,31,21,15
8508,PN,5,5,2
8509,PN,2,10,1
8510,PN,42,38,26
8511,PN,4,5,2
8512,PN,9,12,6
8513,PN,34,28,15
8514,PN,49,34,21
8515,PN,0,0,0
8516,PN,11,14,15
8517,PN,40,35,25
8518,PN,29,30,32
8519,PN,31,28,19
8520,PN,20,30,21
8521,PN,1,3,7
8522,PN,1,1,2
8523,PN,0,0,0
8524,PN,25,16,14
8525,PN,9,15,12
8526,PN,32,32,17
8527,PN,2,1,2
8528,PN,6,12,6
8529,PN,30,26,24
8530,PN,5,6,8
8531,PN,32,23,16
8532,PN,3,4,5
8533,PN,15,16,20
8534,PN,25,29,17
8535,PN,35,30,18
8536,PN,11,10,5
8537,PN,18,19,17
8538,PN,15,18,13
8539,PN,10,17,8
8540,PN,4,14,11
8541,PN,10,8,10
8542,PN,18,15,7
8543,PN,25,19,9
8544,PN,2,3,0
8545,PN,0,1,0
8546,PN,1,12,8
8547,PN,2,4,2
8548,PN,20,17,13
8549,PN,14,15,12
8550,PN,0,0,1
8551,PN,21,21,14
8552,PN,1,0,1
8553,PN,16,15,9
8554,PN,12,11,4
8555,PN,36,29,23
8556,PN,18,18,19
8557,PN,1,3,3
8558,PN,2,4,1
8559,PN,2,6,2
8560,PN,5,8,7
8561,PN,8,14,6
8562,PN,15,20,22
8563,PN,0,0,1
8564,PN,6,11,3
8565,PN,4,8,8
8566,PN,11,12,10
8567,PN,0,0,1
8568,PN,17,22,20
8569,PN,6,9,10
8570,PN,13,14,9
8571,PN,0,1,1
8572,PN,8,10,7
8573,PN,24,22,6
8574,PN,29,35,19
8575,PN,3,1,1
8576,PN,0,1,0
8577,PN,35,26,21
8578,PN,0,3,2
8579,PN,2,2,1
8580,PN,0,0,1
8581,PN,4,8,4
8582,PN,16,20,10
8583,PN,10,19,18
8584,PN,43,39,21
8585,PN,5,1,1
8586,PN,23,28,12
8587,PN,3,8,2
8588,PN,18,18,10
8589,PN,4,9,7
8590,PN,26,20,15
8591,PN,12,17,7
8592,PN,8,9,12
8593,PN,0,0,0
8594,PN,27,23,15
8595,PN,2,3,2
8596,PN,7,10,3
8597,PN,6,8,4
8598,PN,2,5,0
8599,PN,10,17,10
8600,PN,29,14,13
8601,PN,31,21,15
8602,PN,11,16,9
8603,PN,13,14,8
8604,PN,3,12,4
8605,PN,0,2,0
8606,PN,2,5,0
8607,PN,39,24,18
8608,PN,39,28,10
8609,PN,7,8,7
8610,PN,36,18,12
8611,PN,23,24,18
8612,PN,14,14,9
8613,PN,3,5,4
8614,PN,1,2,0
8615,PN,13,12,6
8616,PN,3,1,2
8617,PN,0,0,0
8618,PN,13,10,13
8619,PN,10,12,5
8620,PN,0,0,0
8621,PN,7,7,3
8622,PN,0,1,0
8623,PN,29,27,25
8624,PN,0,1,1
8625,PN,0,0,0
8626,PN,17,11,10
8627,PN,12,13,12
8628,PN,15,6,5
8629,PN,1,6,2
8630,PN,3,6,1
8631,PN,29,19,9
8632,PN,3,3,3
8633,PN,12,19,13
8634,PN,11,17,11
8635,PN,30,19,12
8636,PN,20,14,7
8637,PN,0,0,0
8638,PN,21,12,11
8639,PN,21,17,12
8640,PN,26,30,11
8641,PN,0,0,3
8642,PN,0,0,0
8643,PN,20,19,17
8644,PN,2,5,4
8645,PN,31,24,25
8646,PN,16,23,16
8647,PN,4,8,9
8648,PN,34,28,20
8649,PN,28,16,15
8650,PN,1,4,1
8651,PN,0,0,0
8652,PN,37,45,19
8653,PN,1,1,1
8654,PN,19,12,15
8655,PN,22,26,16
8656,PN,0,0,1
8657,PN,1,1,1
8658,PN,5,4,1
8659,PN,25,35,18
8660,PN,26,13,15
8661,PN,64,41,20
8662,PN,6,8,3
8663,PN,1,3,6
8664,PN,15,15,10
8665,PN,0,0,0
8666,PN,2,0,4
8667,PN,12,13,12
8668,PN,62,32,32
8669,PN,0,0,1
8670,PN,3,2,3
8671,PN,0,13,8
8672,PN,9,6,6
8673,PN,19,22,15
8674,PN,17,14,13
8675,PN,0,0,1
8676,PN,31,30,13
8677,PN,34,42,27
8678,PN,0,1,1
8679,PN,23,30,14
8680,PN,1,4,2
8681,PN,39,29,18
8682,PN,15,17,7
8683,PN,24,18,14
8684,PN,2,4,6
8685,PN,32,18,15
8686,PN,9,11,8
8687,PN,5,6,5
8688,PN,0,0,0
8689,PN,1,1,0
8690,PN,10,12,7
8691,PN,39,29,13
8692,PN,32,35,18
8693,PN,4,2,5
8694,PN,1,2,1
8695,PN,16,16,14
8696,PN,14,14,18
8697,PN,2,3,1
8698,PN,13,9,15
8699,PN,25,10,7
8700,FSI,474,29,22
8701,FSI,344,32,26
8702,FSI,448,45,27
8703,FSI,13,1,4
8704,FSI,469,28,24
8705,FSI,327,27,17
8706,FSI,2,0,0
8707,FSI,266,24,25
8708,FSI,15,0,1
8709,FSI,638,43,28
8710,FSI,108,11,9
8711,FSI,81,7,6
8712,FSI,185,15,14
8713,FSI,32,2,6
8714,FSI,207,24,14
8715,FSI,473,31,26
8716,FSI,9,2,1
8717,FSI,439,24,19
8718,FSI,674,38,48
8719,FSI,130,12,8
8720,FSI,451,30,39
8721,FSI,29,1,1
8722,FSI,225,17,12
8723,FSI,9,0,1
8724,FSI,508,30,29
8725,FSI,128,11,10
8726,FSI,396,31,26
8727,FSI,280,13,14
8728,FSI,200,14,15
8729,FSI,9,3,3
8730,FSI,15,2,0
8731,FSI,436,36,25
8732,FSI,264,24,17
8733,FSI,29,1,4
8734,FSI,337,19,22
8735,FSI,77,4,6
8736,FSI,28,2,4
8737,FSI,281,12,15
8738,FSI,428,38,28
8739,FSI,46,5,6
8740,FSI,71,5,4
8741,FSI,176,13,15
8742,FSI,339,20,18
8743,FSI,412,35,23
8744,FSI,76,7,3
8745,FSI,142,9,12
8746,FSI,7,2,1
8747,FSI,654,44,32
8748,FSI,42,2,7
8749,FSI,369,18,17
8750,FSI,491,30,33
8751,FSI,153,15,10
8752,FSI,103,11,11
8753,FSI,471,34,44
8754,FSI,249,18,15
8755,FSI,229,22,19
8756,FSI,264,16,19
8757,FSI,558,38,33
8758,FSI,141,8,13
8759,FSI,325,31,23
8760,FSI,28,4,3
8761,FSI,67,7,5
8762,FSI,163,11,12
8763,FSI,3,0,1
8764,FSI,298,19,11
8765,FSI,34,5,1
8766,FSI,406,27,22
8767,FSI,412,24,27
8768,FSI,287,22,16
8769,FSI,469,40,37
8770,FSI,190,13,13
8771,FSI,207,9,15
8772,FSI,370,18,17
8773,FSI,124,16,7
8774,FSI,110,14,5
8775,FSI,34,6,1
8776,FSI,336,16,17
8777,FSI,119,7,9
8778,FSI,252,21,21
8779,FSI,177,19,16
8780,FSI,489,46,33
8781,FSI,5,1,2
8782,FSI,565,39,23
8783,FSI,473,35,26
8784,FSI,165,19,12
8785,FSI,431,39,23
8786,FSI,5,2,0
8787,FSI,198,20,9
8788,FSI,103,11,12
8789,FSI,453,41,38
8790,FSI,16,3,1
8791,FSI,363,25,22
8792,FSI,201,20,17
8793,FSI,15,3,0
8794,FSI,350,22,22
8795,FSI,15,2,2
8796,FSI,636,47,45
8797,FSI,353,25,17
8798,FSI,496,45,21
8799,FSI,28,4,2
8800,FSI,335,20,21
8801,FSI,389,31,21
8802,FSI,429,24,27
8803,FSI,493,34,35
8804,FSI,315,25,23
8805,FSI,548,41,24
8806,FSI,504,38,34
8807,FSI,107,12,9
8808,FSI,83,2,6
8809,FSI,448,38,21
8810,FSI,428,31,33
8811,FSI,428,35,27
8812,FSI,6,0,1
8813,FSI,109,9,4
8814,FSI,197,15,8
8815,FSI,378,19,17
8816,FSI,314,29,19
8817,FSI,87,8,8
8818,FSI,199,22,21
8819,FSI,514,34,23
8820,FSI,336,23,26
8821,FSI,306,24,17
8822,FSI,21,3,3
8823,FSI,189,15,9
8824,FSI,3,0,0
8825,FSI,169,17,19
8826,FSI,27,1,1
8827,FSI,20,1,2
8828,FSI,271,22,18
8829,FSI,435,31,17
8830,FSI,205,21,14
8831,FSI,135,13,11
8832,FSI,290,21,18
8833,FSI,431,39,27
8834,FSI,75,4,3
8835,FSI,119,6,7
8836,FSI,190,14,13
8837,FSI,54,8,3
8838,FSI,52,5,3
8839,FSI,220,13,15
8840,FSI,104,6,13
8841,FSI,60,9,2
8842,FSI,234,22,19
8843,FSI,448,27,16
8844,FSI,147,9,14
8845,FSI,1,0,0
8846,FSI,102,12,11
8847,FSI,279,29,24
8848,FSI,475,34,32
8849,FSI,415,31,27
8850,FSI,81,9,11
8851,FSI,291,18,17
8852,FSI,263,12,14
8853,FSI,609,40,35
8854,FSI,421,24,23
8855,FSI,69,5,4
8856,FSI,506,35,19
8857,FSI,432,36,26
8858,FSI,225,18,13
8859,FSI,322,28,21
8860,FSI,318,27,20
8861,FSI,418,31,20
8862,FSI,345,25,22
8863,FSI,62,11,4
8864,FSI,346,25,23
8865,FSI,486,38,16
8866,FSI,28,5,3
8867,FSI,588,40,42
8868,FSI,87,10,5
8869,FSI,483,40,23
8870,FSI,450,24,17
8871,FSI,204,22,9
8872,FSI,35,5,4
8873,FSI,223,21,15
8874,FSI,234,13,12
8875,FSI,2,1,1
8876,FSI,515,42,29
8877,FSI,431,38,33
8878,FSI,245,18,10
8879,FSI,448,35,23
8880,FSI,23,2,4
8881,FSI,123,8,5
8882,FSI,449,40,28
8883,FSI,248,17,17
8884,FSI,89,11,10
8885,FSI,85,14,13
8886,FSI,214,20,14
8887,FSI,289,26,27
8888,FSI,90,3,7
8889,FSI,356,34,19
8890,FSI,296,21,22
8891,FSI,16,0,2
8892,FSI,166,12,19
8893,FSI,439,35,31
8894,FSI,90,6,9
8895,FSI,514,43,29
8896,FSI,13,1,2
8897,FSI,319,28,14
8898,FSI,12,2,0
8899,FSI,3,0,2
8900,FSI,189,9,8
8901,FSI,0,0,0
8902,FSI,16,2,2
8903,FSI,418,33,24
8904,FSI,344,31,23
8905,FSI,186,17,8
8906,FSI,0,0,0
8907,FSI,385,25,23
8908,FSI,339,24,11
8909,FSI,460,28,13
8910,FSI,673,44,39
8911,FSI,399,25,23
8912,FSI,102,11,3
8913,FSI,203,23,21
8914,FSI,488,36,28
8915,FSI,173,9,15
8916,FSI,144,12,2
8917,FSI,130,11,12
8918,FSI,43,2,7
8919,FSI,62,6,11
8920,FSI,399,29,20
8921,FSI,43,5,8
8922,FSI,113,6,11
8923,FSI,482,40,29
8924,FSI,465,37,34
8925,FSI,383,25,21
8926,FSI,205,22,16
8927,FSI,47,4,5
8928,FSI,396,20,12
8929,FSI,402,28,22
8930,FSI,4,0,0
8931,FSI,307,21,17
8932,FSI,218,17,14
8933,FSI,2,0,1
8934,FSI,413,26,20
8935,FSI,25,0,3
8936,FSI,49,8,5
8937,FSI,242,16,14
8938,FSI,160,13,14
8939,FSI,208,26,14
8940,FSI,166,15,8
8941,FSI,216,14,15
8942,FSI,176,13,8
8943,FSI,74,4,5
8944,FSI,239,21,14
8945,FSI,83,7,5
8946,FSI,420,34,14
8947,FSI,111,10,7
8948,FSI,347,37,19
8949,FSI,28,4,4
8950,FSI,572,39,43
8951,FSI,180,16,12
8952,FSI,422,18,25
8953,FSI,23,2,3
8954,FSI,72,10,2
8955,FSI,10,2,0
8956,FSI,433,39,40
8957,FSI,532,45,32
8958,FSI,246,16,13
8959,FSI,30,1,0
8960,FSI,344,29,24
8961,FSI,217,21,14
8962,FSI,19,3,1
8963,FSI,629,53,41
8964,FSI,188,21,13
8965,FSI,63,6,4
8966,FSI,409,25,33
8967,FSI,133,18,8
8968,FSI,26,2,5
8969,FSI,448,37,34
8970,FSI,491,54,30
8971,FSI,403,29,23
8972,FSI,478,41,30
8973,FSI,48,2,2
8974,FSI,327,17,19
8975,FSI,397,35,39
8976,FSI,405,32,33
8977,FSI,133,17,11
8978,FSI,193,21,20
8979,FSI,362,26,25
8980,FSI,64,7,11
8981,FSI,243,28,21
8982,FSI,259,22,19
8983,FSI,514,35,30
8984,FSI,332,25,18
8985,FSI,236,22,14
8986,FSI,252,20,15
8987,FSI,278,18,21
8988,FSI,306,29,23
8989,FSI,586,39,33
8990,FSI,272,24,20
8991,FSI,73,11,11
8992,FSI,8,1,0
8993,FSI,270,21,14
8994,FSI,16,1,0
8995,FSI,353,25,20
8996,FSI,15,3,3
8997,FSI,91,4,5
8998,FSI,6,0,1
8999,FSI,270,15,16
9000,FSI,223,17,22
9001,FSI,338,22,12
9002,FSI,413,30,39
9003,FSI,595,30,32
9004,FSI,127,9,6
9005,FSI,105,7,5
9006,FSI,59,4,2
9007,FSI,33,4,2
9008,FSI,136,8,11
9009,FSI,311,25,15
9010,FSI,8,1,1
9011,FSI,653,59,38
9012,FSI,117,13,11
9013,FSI,55,6,4
9014,FSI,380,31,16
9015,FSI,26,2,1
9016,FSI,561,52,30
9017,FSI,289,15,9
9018,FSI,118,13,14
9019,FSI,359,30,20
9020,FSI,347,25,25
9021,FSI,1,0,0
9022,FSI,46,3,9
9023,FSI,625,44,25
9024,FSI,59,4,3
9025,FSI,189,18,13
9026,FSI,418,29,24
9027,FSI,536,42,35
9028,FSI,24,1,2
9029,FSI,228,23,17
9030,FSI,437,26,13
9031,FSI,625,49,39
9032,FSI,311,15,19
9033,FSI,34,4,6
9034,FSI,577,39,31
9035,FSI,115,8,4
9036,FSI,251,23,22
9037,FSI,15,3,0
9038,FSI,12,0,1
9039,FSI,471,34,23
9040,FSI,154,7,10
9041,FSI,225,10,9
9042,FSI,54,4,4
9043,FSI,1,0,0
9044,FSI,296,26,19
9045,FSI,335,19,19
9046,FSI,299,22,29
9047,FSI,116,11,11
9048,FSI,10,0,3
9049,FSI,357,28,20
9050,FSI,261,20,19
9051,FSI,184,9,10
9052,FSI,550,48,21
9053,FSI,432,31,28
9054,FSI,1,0,0
9055,FSI,344,21,18
9056,FSI,499,46,26
9057,FSI,323,22,26
9058,FSI,355,23,24
9059,FSI,89,9,5
9060,FSI,382,35,15
9061,FSI,28,2,4
9062,FSI,95,8,9
9063,FSI,35,3,3
9064,FSI,371,23,11
9065,FSI,73,7,6
9066,FSI,370,37,29
9067,FSI,613,43,43
9068,FSI,361,25,11
9069,FSI,58,5,7
9070,FSI,370,26,18
9071,FSI,371,33,27
9072,FSI,70,3,6
9073,FSI,25,5,3
9074,FSI,352,21,26
9075,FSI,415,29,23
9076,FSI,501,29,37
9077,FSI,291,20,11
9078,FSI,302,21,19
9079,FSI,103,9,8
9080,FSI,363,17,30
9081,FSI,494,41,27
9082,FSI,37,6,3
9083,FSI,211,22,14
9084,FSI,464,41,25
9085,FSI,340,31,21
9086,FSI,463,33,22
9087,FSI,256,22,15
9088,FSI,367,31,21
9089,FSI,20,5,1
9090,FSI,173,11,11
9091,FSI,3,0,0
9092,FSI,151,21,11
9093,FSI,411,31,27
9094,FSI,325,28,17
9095,FSI,65,4,12
9096,FSI,483,37,29
9097,FSI,23,0,5
9098,FSI,188,11,10
9099,FSI,390,23,26
9100,FSI,314,24,19
9101,FSI,100,8,8
9102,FSI,620,35,24
9103,FSI,8,1,0
9104,FSI,71,4,7
9105,FSI,568,40,41
9106,FSI,496,37,28
9107,FSI,49,4,2
9108,FSI,219,13,16
9109,FSI,201,13,14
9110,FSI,49,4,8
9111,FSI,371,31,32
9112,FSI,384,30,21
9113,FSI,71,5,11
9114,FSI,384,32,27
9115,FSI,357,25,36
9116,FSI,39,7,8
9117,FSI,473,29,30
9118,FSI,20,1,2
9119,FSI,165,15,7
9120,FSI,546,42,33
9121,FSI,355,26,19
9122,FSI,113,7,7
9123,FSI,51,2,3
9124,FSI,105,4,6
9125,FSI,222,26,16
9126,FSI,439,41,26
9127,FSI,23,1,3
9128,FSI,349,21,19
9129,FSI,119,7,10
9130,FSI,6,1,0
9131,FSI,725,57,35
9132,FSI,127,15,4
9133,FSI,30,2,2
9134,FSI,2,0,0
9135,FSI,84,13,10
9136,FSI,79,9,4
9137,FSI,229,14,12
9138,FSI,234,21,19
9139,FSI,448,25,23
9140,FSI,4,1,0
9141,FSI,139,15,15
9142,FSI,159,13,8
9143,FSI,474,41,26
9144,FSI,142,15,10
9145,FSI,18,4,4
9146,FSI,509,32,26
9147,FSI,416,40,26
9148,FSI,107,7,14
9149,FSI,337,27,24
9150,FSI,233,20,15
9151,FSI,105,9,8
9152,FSI,171,14,14
9153,FSI,198,18,14
9154,FSI,153,12,12
9155,FSI,4,0,0
9156,FSI,438,37,26
9157,FSI,460,31,26
9158,FSI,400,24,19
9159,FSI,44,2,4
9160,FSI,347,27,12
9161,FSI,29,3,2
9162,FSI,31,2,3
9163,FSI,332,22,23
9164,FSI,516,38,20
9165,FSI,389,33,37
9166,FSI,345,25,22
9167,FSI,86,7,7
9168,FSI,79,10,10
9169,FSI,56,8,2
9170,FSI,65,8,4
9171,FSI,21,2,1
9172,FSI,507,22,20
9173,FSI,638,44,30
9174,FSI,198,12,12
9175,FSI,76,0,3
9176,FSI,235,16,15
9177,FSI,664,50,39
9178,FSI,326,29,27
9179,FSI,317,24,19
9180,FSI,442,26,25
9181,FSI,48,4,3
9182,FSI,317,37,20
9183,FSI,6,0,1
9184,FSI,133,11,8
9185,FSI,317,16,22
9186,FSI,453,52,40
9187,FSI,356,16,28
9188,FSI,59,5,3
9189,FSI,465,34,15
9190,FSI,122,8,11
9191,FSI,18,2,0
9192,FSI,474,41,26
9193,FSI,283,23,22
9194,FSI,403,22,28
9195,FSI,524,30,26
9196,FSI,170,10,10
9197,FSI,309,23,21
9198,FSI,100,9,8
9199,FSI,267,24,18
9200,FSI,362,28,18
9201,FSI,181,19,11
9202,FSI,34,6,4
9203,FSI,423,26,23
9204,FSI,656,43,41
9205,FSI,1,0,1
9206,FSI,211,10,8
9207,FSI,312,15,14
9208,FSI,219,20,14
9209,FSI,401,37,17
9210,FSI,50,10,4
9211,FSI,43,6,2
9212,FSI,474,36,29
9213,FSI,111,6,11
9214,FSI,252,16,18
9215,FSI,441,39,27
9216,FSI,318,28,20
9217,FSI,349,27,25
9218,FSI,66,8,2
9219,FSI,247,23,18
9220,FSI,528,29,23
9221,FSI,90,6,8
9222,FSI,190,14,16
9223,FSI,567,39,32
9224,FSI,278,23,24
9225,FSI,304,21,19
9226,FSI,338,25,24
9227,FSI,492,38,20
9228,FSI,77,7,13
9229,FSI,116,8,7
9230,FSI,191,11,12
9231,FSI,373,33,26
9232,FSI,2,0,0
9233,FSI,443,34,36
9234,FSI,221,19,10
9235,FSI,599,47,32
9236,FSI,253,21,14
9237,FSI,76,9,6
9238,FSI,219,23,14
9239,FSI,77,11,8
9240,FSI,23,2,2
9241,FSI,465,41,33
9242,FSI,20,4,5
9243,FSI,182,26,17
9244,FSI,456,28,20
9245,FSI,211,14,13
9246,FSI,105,5,8
9247,FSI,488,35,19
9248,FSI,551,52,31
9249,FSI,463,45,30
9250,FSI,95,13,8
9251,FSI,247,23,16
9252,FSI,608,43,32
9253,FSI,208,21,15
9254,FSI,24,1,1
9255,FSI,351,36,18
9256,FSI,34,4,5
9257,FSI,112,11,8
9258,FSI,476,36,20
9259,FSI,214,20,16
9260,FSI,150,22,13
9261,FSI,192,20,19
9262,FSI,56,9,3
9263,FSI,123,14,12
9264,FSI,292,26,21
9265,FSI,162,8,18
9266,FSI,59,6,4
9267,FSI,357,18,18
9268,FSI,109,10,9
9269,FSI,132,10,14
9270,FSI,189,13,20
