,Node Label,PN incoming Connections,FSI incoming Connections,LTS incoming Connections
1235,PN,60,58,47
1236,PN,62,28,32
1237,PN,37,21,13
1238,PN,66,57,47
1239,PN,40,33,33
1240,PN,42,25,23
1241,PN,51,45,30
1242,PN,70,66,43
1243,PN,42,29,22
1244,PN,82,63,41
1245,PN,32,36,18
1246,PN,27,23,16
1247,PN,27,30,22
1248,PN,44,45,35
1249,PN,51,44,37
1250,PN,76,63,47
1251,PN,77,52,44
1252,PN,26,21,17
1253,PN,34,22,14
1254,PN,62,40,35
1255,PN,43,35,22
1256,PN,43,58,42
1257,PN,68,49,34
1258,PN,60,50,31
1259,PN,57,70,55
1260,PN,59,62,43
1261,PN,72,77,40
1262,PN,88,38,35
1263,PN,55,46,32
1264,PN,70,48,44
1265,PN,55,30,21
1266,PN,80,34,27
1267,PN,38,29,34
1268,PN,81,56,36
1269,PN,56,33,30
1270,PN,75,62,44
1271,PN,53,57,46
1272,PN,76,45,31
1273,PN,86,45,29
1274,PN,72,69,47
1275,PN,58,34,38
1276,PN,79,35,42
1277,PN,76,70,39
1278,PN,28,26,25
1279,PN,75,33,24
1280,PN,67,49,27
1281,PN,66,55,45
1282,PN,76,38,38
1283,PN,77,54,45
1284,PN,46,43,26
1285,PN,52,42,35
1286,PN,38,35,20
1287,PN,75,33,22
1288,PN,47,33,15
1289,PN,51,34,35
1290,PN,79,46,42
1291,PN,77,45,37
1292,PN,73,64,53
1293,PN,60,41,31
1294,PN,28,32,14
1295,PN,69,62,34
1296,PN,76,44,27
1297,PN,51,31,26
1298,PN,63,31,23
1299,PN,68,55,28
1300,PN,50,33,33
1301,PN,61,48,27
1302,PN,71,41,41
1303,PN,57,29,23
1304,PN,46,34,28
1305,PN,71,62,38
1306,PN,51,36,18
1307,PN,59,49,24
1308,PN,60,34,30
1309,PN,50,28,26
1310,PN,40,28,23
1311,PN,66,75,51
1312,PN,51,47,39
1313,PN,46,32,27
1314,PN,54,39,35
1315,PN,63,40,36
1316,PN,43,47,28
1317,PN,56,26,39
1318,PN,19,21,8
1319,PN,78,43,41
1320,PN,68,41,40
1321,PN,67,55,52
1322,PN,31,30,13
1323,PN,93,66,60
1324,PN,34,24,22
1325,PN,35,43,28
1326,PN,45,23,26
1327,PN,65,41,22
1328,PN,65,28,28
1329,PN,65,51,34
1330,PN,66,46,31
1331,PN,36,22,22
1332,PN,46,29,18
1333,PN,83,43,39
1334,PN,79,75,38
1335,PN,67,30,15
1336,PN,65,39,33
1337,PN,67,42,32
1338,PN,33,18,11
1339,PN,71,61,43
1340,PN,63,35,25
1341,PN,75,46,35
1342,PN,44,31,25
1343,PN,53,32,26
1344,PN,71,32,39
1345,PN,66,62,44
1346,PN,70,59,52
1347,PN,54,59,39
1348,PN,71,45,41
1349,PN,54,45,39
1350,PN,32,22,16
1351,PN,59,53,38
1352,PN,53,30,35
1353,PN,43,31,11
1354,PN,80,59,32
1355,PN,42,24,8
1356,PN,83,48,27
1357,PN,72,52,49
1358,PN,66,57,38
1359,PN,63,37,21
1360,PN,51,38,36
1361,PN,47,21,21
1362,PN,72,39,30
1363,PN,45,23,24
1364,PN,75,45,33
1365,PN,50,49,43
1366,PN,35,24,13
1367,PN,74,43,27
1368,PN,63,43,39
1369,PN,15,20,17
1370,PN,50,34,26
1371,PN,55,32,34
1372,PN,39,21,22
1373,PN,44,26,19
1374,PN,52,39,26
1375,PN,58,40,23
1376,PN,68,57,47
1377,PN,88,52,34
1378,PN,77,79,56
1379,PN,48,43,31
1380,PN,47,50,26
1381,PN,65,22,30
1382,PN,43,35,27
1383,PN,66,47,33
1384,PN,53,16,18
1385,PN,76,51,33
1386,PN,72,50,39
1387,PN,55,57,31
1388,PN,34,21,21
1389,PN,62,57,32
1390,PN,64,60,46
1391,PN,71,46,37
1392,PN,58,44,28
1393,PN,41,30,31
1394,PN,73,39,30
1395,PN,46,37,22
1396,PN,42,28,19
1397,PN,47,31,31
1398,PN,34,35,24
1399,PN,60,44,37
1400,PN,81,46,34
1401,PN,79,55,39
1402,PN,39,28,32
1403,PN,54,47,28
1404,PN,68,36,21
1405,PN,40,39,16
1406,PN,72,46,35
1407,PN,69,41,35
1408,PN,49,32,30
1409,PN,50,39,27
1410,PN,70,51,34
1411,PN,80,58,51
1412,PN,71,43,25
1413,PN,54,32,22
1414,PN,41,37,22
1415,PN,67,36,31
1416,PN,41,24,21
1417,PN,85,57,50
1418,PN,57,49,23
1419,PN,43,32,29
1420,PN,75,57,45
1421,PN,57,40,30
1422,PN,74,45,37
1423,PN,75,64,43
1424,PN,58,50,32
1425,PN,61,58,49
1426,PN,28,31,8
1427,PN,29,44,22
1428,PN,64,54,35
1429,PN,44,17,20
1430,PN,50,40,34
1431,PN,50,29,19
1432,PN,46,20,25
1433,PN,69,59,46
1434,PN,84,58,39
1435,PN,91,45,36
1436,PN,73,48,32
1437,PN,44,33,20
1438,PN,65,52,37
1439,PN,79,45,44
1440,PN,56,25,33
1441,PN,65,71,65
1442,PN,78,53,28
1443,PN,57,41,35
1444,PN,50,41,24
1445,PN,86,25,31
1446,PN,34,34,23
1447,PN,38,20,20
1448,PN,74,44,33
1449,PN,79,43,34
1450,PN,69,38,27
1451,PN,59,43,33
1452,PN,69,44,27
1453,PN,46,28,17
1454,PN,61,47,26
1455,PN,43,22,15
1456,PN,43,40,23
1457,PN,40,38,22
1458,PN,40,29,13
1459,PN,66,40,35
1460,PN,29,29,24
1461,PN,71,50,39
1462,PN,93,63,36
1463,PN,64,47,29
1464,PN,53,47,26
1465,PN,65,71,42
1466,PN,38,26,21
1467,PN,39,28,15
1468,PN,41,35,32
1469,PN,75,57,52
1470,PN,61,19,32
1471,PN,62,57,27
1472,PN,66,48,30
1473,PN,59,34,19
1474,PN,70,48,36
1475,PN,58,51,31
1476,PN,57,39,26
1477,PN,65,35,17
1478,PN,70,60,48
1479,PN,73,34,29
1480,PN,62,55,37
1481,PN,73,45,38
1482,PN,53,25,22
1483,PN,70,38,38
1484,PN,40,28,32
1485,PN,69,41,34
1486,PN,53,40,27
1487,PN,62,48,45
1488,PN,64,61,41
1489,PN,55,56,40
1490,PN,56,54,48
1491,PN,65,69,48
1492,PN,42,24,24
1493,PN,72,45,34
1494,PN,54,75,28
1495,PN,74,38,29
1496,PN,39,31,16
1497,PN,51,36,20
1498,PN,59,30,29
1499,PN,42,18,21
1500,PN,86,49,51
1501,PN,70,35,29
1502,PN,70,27,24
1503,PN,71,41,25
1504,PN,56,43,21
1505,PN,71,66,57
1506,PN,67,60,41
1507,PN,38,39,21
1508,PN,44,31,32
1509,PN,61,49,34
1510,PN,52,53,31
1511,PN,64,55,53
1512,PN,55,29,33
1513,PN,51,27,26
1514,PN,65,57,38
1515,PN,54,47,35
1516,PN,56,27,41
1517,PN,67,56,29
1518,PN,71,38,28
1519,PN,49,30,32
1520,PN,42,42,38
1521,PN,83,40,27
1522,PN,72,42,28
1523,PN,18,16,4
1524,PN,41,27,13
1525,PN,58,56,38
1526,PN,44,36,16
1527,PN,40,9,10
1528,PN,58,35,28
1529,PN,90,58,44
1530,PN,60,51,40
1531,PN,79,66,57
1532,PN,33,32,16
1533,PN,43,24,18
1534,PN,73,40,33
1535,PN,59,41,35
1536,PN,68,53,45
1537,PN,53,22,14
1538,PN,50,29,21
1539,PN,72,50,34
1540,PN,73,63,39
1541,PN,54,41,20
1542,PN,64,56,57
1543,PN,69,43,37
1544,PN,62,53,41
1545,PN,68,60,38
1546,PN,38,28,20
1547,PN,46,35,21
1548,PN,33,34,8
1549,PN,55,42,36
1550,PN,70,53,34
1551,PN,35,9,25
1552,PN,73,36,20
1553,PN,67,65,41
1554,PN,67,58,41
1555,PN,61,50,30
1556,PN,73,68,53
1557,PN,67,31,34
1558,PN,57,54,41
1559,PN,85,49,37
1560,PN,67,48,44
1561,PN,68,49,35
1562,PN,47,40,24
1563,PN,59,61,50
1564,PN,48,32,25
1565,PN,57,39,31
1566,PN,63,35,18
1567,PN,78,81,34
1568,PN,66,34,26
1569,PN,84,49,41
1570,PN,40,26,22
1571,PN,65,40,41
1572,PN,76,44,33
1573,PN,78,45,38
1574,PN,55,43,32
1575,PN,70,53,30
1576,PN,75,47,42
1577,PN,68,54,40
1578,PN,84,52,41
1579,PN,57,18,29
1580,PN,52,47,19
1581,PN,64,37,25
1582,PN,71,39,39
1583,PN,40,35,17
1584,PN,72,69,43
1585,PN,47,37,20
1586,PN,73,50,54
1587,PN,53,31,34
1588,PN,71,44,37
1589,PN,34,38,33
1590,PN,72,28,22
1591,PN,64,41,30
1592,PN,40,21,34
1593,PN,48,28,31
1594,PN,56,32,30
1595,PN,30,30,14
1596,PN,75,66,54
1597,PN,73,44,33
1598,PN,46,29,31
1599,PN,42,25,24
1600,PN,41,24,31
1601,PN,61,60,39
1602,PN,60,39,38
1603,PN,60,41,30
1604,PN,66,73,44
1605,PN,59,47,38
1606,PN,32,16,13
1607,PN,40,25,21
1608,PN,70,51,37
1609,PN,87,79,52
1610,PN,49,42,31
1611,PN,77,49,40
1612,PN,54,33,31
1613,PN,40,47,36
1614,PN,60,49,38
1615,PN,39,25,20
1616,PN,49,48,25
1617,PN,45,30,19
1618,PN,86,76,42
1619,PN,57,53,38
1620,PN,35,25,12
1621,PN,34,23,14
1622,PN,81,55,37
1623,PN,64,44,37
1624,PN,74,44,32
1625,PN,82,58,41
1626,PN,55,26,13
1627,PN,25,13,8
1628,PN,79,55,50
1629,PN,65,36,31
1630,PN,62,43,38
1631,PN,82,50,45
1632,PN,71,51,43
1633,PN,77,46,39
1634,PN,77,50,39
1635,PN,71,71,52
1636,PN,67,60,53
1637,PN,48,44,19
1638,PN,65,44,24
1639,PN,56,39,27
1640,PN,38,27,26
1641,PN,58,33,27
1642,PN,59,48,32
1643,PN,83,44,42
1644,PN,68,58,30
1645,PN,66,40,34
1646,PN,41,41,23
1647,PN,70,44,43
1648,PN,47,43,29
1649,PN,83,42,40
1650,PN,78,59,44
1651,PN,61,31,30
1652,PN,53,34,19
1653,PN,53,74,26
1654,PN,52,43,48
1655,PN,76,40,25
1656,PN,49,37,32
1657,PN,41,36,15
1658,PN,57,40,29
1659,PN,61,49,34
1660,PN,70,59,41
1661,PN,65,40,21
1662,PN,45,23,17
1663,PN,51,27,19
1664,PN,89,54,37
1665,PN,26,29,17
1666,PN,85,64,56
1667,PN,57,41,21
1668,PN,32,21,22
1669,PN,49,17,20
1670,PN,48,30,24
1671,PN,73,60,53
1672,PN,58,36,35
1673,PN,62,51,31
1674,PN,52,49,40
1675,PN,48,26,32
1676,PN,64,55,30
1677,PN,69,59,49
1678,PN,38,30,24
1679,PN,73,32,28
1680,PN,61,53,34
1681,PN,87,56,59
1682,PN,83,51,32
1683,PN,65,45,24
1684,PN,67,52,35
1685,PN,57,56,34
1686,PN,76,38,31
1687,PN,56,58,47
1688,PN,47,39,22
1689,PN,75,46,39
1690,PN,32,29,26
1691,PN,44,37,27
1692,PN,62,33,19
1693,PN,67,66,48
1694,PN,46,33,31
1695,PN,43,29,19
1696,PN,32,22,24
1697,PN,71,47,31
1698,PN,89,69,57
1699,PN,75,52,38
1700,PN,37,34,32
1701,PN,61,53,33
1702,PN,74,45,46
1703,PN,48,39,23
1704,PN,74,55,61
1705,PN,66,49,47
1706,PN,56,42,24
1707,PN,79,64,46
1708,PN,31,26,21
1709,PN,52,43,25
1710,PN,60,55,45
1711,PN,32,14,12
1712,PN,68,36,26
1713,PN,70,64,50
1714,PN,69,32,25
1715,PN,58,56,38
1716,PN,66,69,50
1717,PN,64,43,27
1718,PN,52,25,26
1719,PN,70,54,52
1720,PN,63,51,38
1721,PN,45,51,37
1722,PN,71,50,38
1723,PN,60,45,37
1724,PN,56,40,33
1725,PN,48,42,37
1726,PN,67,44,39
1727,PN,67,31,28
1728,PN,67,51,54
1729,PN,67,53,32
1730,PN,56,46,24
1731,PN,72,69,31
1732,PN,29,29,22
1733,PN,70,61,33
1734,PN,72,51,36
1735,PN,70,33,19
1736,PN,67,55,36
1737,PN,51,42,25
1738,PN,56,36,21
1739,PN,48,34,33
1740,PN,57,35,37
1741,PN,78,50,30
1742,PN,70,44,26
1743,PN,88,73,52
1744,PN,75,52,32
1745,PN,61,38,34
1746,PN,66,61,54
1747,PN,41,27,18
1748,PN,47,55,43
1749,PN,62,56,47
1750,PN,67,40,36
1751,PN,66,33,21
1752,PN,47,31,22
1753,PN,73,65,44
1754,PN,78,65,40
1755,PN,72,73,46
1756,PN,78,48,54
1757,PN,53,36,25
1758,PN,44,24,20
1759,PN,57,32,33
1760,PN,74,38,36
1761,PN,70,44,27
1762,PN,64,47,29
1763,PN,41,33,33
1764,PN,75,53,48
1765,PN,28,14,18
1766,PN,64,41,42
1767,PN,82,61,55
1768,PN,66,33,41
1769,PN,67,42,34
1770,PN,77,57,33
1771,PN,64,47,27
1772,PN,43,21,22
1773,PN,59,46,37
1774,PN,42,25,24
1775,PN,71,60,48
1776,PN,56,49,37
1777,PN,73,70,40
1778,PN,79,39,36
1779,PN,41,31,28
1780,PN,87,70,44
1781,PN,49,26,18
1782,PN,29,20,7
1783,PN,70,43,31
1784,PN,50,50,24
1785,PN,58,67,45
1786,PN,75,48,27
1787,PN,52,44,27
1788,PN,68,49,41
1789,PN,64,44,36
1790,PN,79,69,44
1791,PN,50,52,37
1792,PN,41,34,31
1793,PN,58,35,27
1794,PN,75,63,55
1795,PN,40,33,27
1796,PN,47,39,23
1797,PN,85,44,47
1798,PN,58,53,26
1799,PN,67,61,48
1800,PN,30,10,16
1801,PN,45,35,20
1802,PN,70,51,34
1803,PN,65,44,26
1804,PN,51,46,39
1805,PN,49,33,18
1806,PN,54,43,32
1807,PN,66,72,53
1808,PN,74,59,50
1809,PN,65,47,30
1810,PN,74,49,33
1811,PN,71,51,40
1812,PN,35,31,13
1813,PN,50,35,26
1814,PN,80,55,44
1815,PN,60,52,38
1816,PN,89,35,37
1817,PN,55,43,23
1818,PN,66,36,29
1819,PN,59,54,29
1820,PN,79,35,27
1821,PN,78,63,48
1822,PN,80,54,44
1823,PN,59,32,29
1824,PN,44,31,22
1825,PN,79,43,23
1826,PN,57,33,19
1827,PN,71,59,50
1828,PN,83,38,32
1829,PN,74,37,30
1830,PN,87,57,32
1831,PN,57,33,39
1832,PN,67,42,31
1833,PN,47,30,20
1834,PN,54,44,32
1835,PN,76,50,32
1836,PN,68,70,58
1837,PN,69,56,49
1838,PN,80,41,42
1839,PN,37,26,18
1840,PN,58,34,27
1841,PN,49,42,34
1842,PN,60,57,45
1843,PN,45,25,21
1844,PN,27,29,28
1845,PN,76,43,47
1846,PN,57,42,32
1847,PN,53,29,20
1848,PN,63,59,27
1849,PN,35,28,19
1850,PN,76,61,42
1851,PN,63,42,30
1852,PN,52,29,32
1853,PN,65,56,53
1854,PN,65,32,32
1855,PN,39,29,15
1856,PN,43,26,13
1857,PN,60,50,56
1858,PN,74,56,43
1859,PN,62,56,47
1860,PN,54,49,27
1861,PN,45,33,30
1862,PN,55,30,23
1863,PN,80,47,43
1864,PN,47,34,24
1865,PN,65,44,30
1866,PN,72,39,31
1867,PN,37,47,20
1868,PN,50,35,33
1869,PN,56,46,17
1870,PN,61,41,44
1871,PN,71,52,31
1872,PN,49,42,28
1873,PN,63,56,45
1874,PN,64,59,46
1875,PN,84,43,52
1876,PN,57,47,36
1877,PN,78,57,38
1878,PN,62,58,37
1879,PN,53,32,24
1880,PN,59,34,17
1881,PN,52,43,30
1882,PN,66,55,26
1883,PN,74,49,32
1884,PN,65,37,24
1885,PN,72,47,40
1886,PN,91,71,46
1887,PN,51,47,30
1888,PN,84,39,30
1889,PN,52,30,33
1890,PN,75,35,45
1891,PN,37,23,14
1892,PN,42,31,26
1893,PN,77,49,42
1894,PN,25,22,6
1895,PN,70,29,23
1896,PN,79,56,50
1897,PN,56,27,17
1898,PN,52,30,33
1899,PN,27,26,26
1900,PN,59,78,57
1901,PN,61,47,36
1902,PN,41,21,13
1903,PN,48,37,26
1904,PN,36,28,26
1905,PN,73,56,38
1906,PN,49,38,11
1907,PN,58,18,22
1908,PN,57,60,39
1909,PN,52,35,24
1910,PN,44,33,34
1911,PN,43,34,28
1912,PN,71,51,33
1913,PN,61,30,38
1914,PN,54,44,33
1915,PN,58,55,47
1916,PN,72,42,43
1917,PN,69,58,39
1918,PN,48,47,39
1919,PN,48,25,24
1920,PN,69,44,33
1921,PN,60,58,43
1922,PN,72,58,52
1923,PN,77,71,51
1924,PN,57,43,40
1925,PN,60,40,38
1926,PN,45,42,27
1927,PN,56,43,30
1928,PN,61,52,45
1929,PN,52,34,19
1930,PN,77,64,54
1931,PN,58,55,36
1932,PN,76,72,43
1933,PN,31,35,19
1934,PN,87,44,33
1935,PN,58,63,46
1936,PN,61,46,27
1937,PN,60,42,40
1938,PN,71,52,35
1939,PN,70,47,40
1940,PN,72,50,37
1941,PN,65,63,55
1942,PN,76,54,42
1943,PN,59,54,33
1944,PN,72,80,43
1945,PN,66,52,43
1946,PN,47,41,27
1947,PN,60,44,35
1948,PN,39,24,22
1949,PN,59,49,20
1950,PN,54,34,38
1951,PN,64,49,41
1952,PN,79,53,32
1953,PN,68,65,45
1954,PN,71,27,25
1955,PN,60,46,28
1956,PN,58,39,23
1957,PN,68,36,17
1958,PN,64,46,35
1959,PN,63,62,35
1960,PN,78,44,38
1961,PN,72,39,40
1962,PN,76,58,37
1963,PN,91,58,55
1964,PN,56,35,21
1965,PN,27,15,15
1966,PN,85,73,45
1967,PN,47,27,25
1968,PN,33,21,24
1969,PN,89,45,35
1970,PN,63,29,21
1971,PN,72,58,50
1972,PN,40,30,19
1973,PN,43,29,19
1974,PN,80,42,29
1975,PN,34,25,17
1976,PN,30,29,19
1977,PN,61,34,30
1978,PN,67,50,28
1979,PN,53,34,26
1980,PN,52,34,38
1981,PN,54,42,42
1982,PN,68,50,29
1983,PN,70,28,28
1984,PN,71,51,38
1985,PN,88,39,26
1986,PN,76,73,41
1987,PN,78,58,37
1988,PN,72,49,38
1989,PN,63,67,49
1990,PN,59,40,43
1991,PN,69,63,33
1992,PN,34,29,20
1993,PN,65,55,38
1994,PN,61,61,45
1995,PN,73,61,36
1996,PN,58,33,28
1997,PN,21,21,8
1998,PN,73,40,37
1999,PN,75,73,47
2000,PN,80,61,48
2001,PN,66,42,36
2002,PN,36,25,17
2003,PN,58,61,48
2004,PN,80,43,29
2005,PN,38,36,28
2006,PN,37,20,19
2007,PN,66,46,36
2008,PN,81,66,48
2009,PN,34,33,16
2010,PN,23,18,21
2011,PN,52,30,25
2012,PN,61,52,27
2013,PN,46,24,30
2014,PN,72,31,31
2015,PN,67,28,17
2016,PN,76,47,32
2017,PN,53,58,42
2018,PN,47,36,34
2019,PN,62,29,26
2020,PN,64,46,39
2021,PN,75,38,42
2022,PN,51,29,23
2023,PN,74,53,35
2024,PN,60,36,35
2025,PN,51,31,25
2026,PN,55,69,55
2027,PN,63,49,35
2028,PN,72,62,45
2029,PN,66,69,64
2030,PN,74,53,43
2031,PN,71,39,25
2032,PN,87,46,38
2033,PN,76,60,49
2034,PN,37,40,23
2035,PN,45,44,30
2036,PN,63,41,36
2037,PN,78,66,45
2038,PN,72,59,40
2039,PN,34,24,14
2040,PN,75,46,37
2041,PN,63,26,24
2042,PN,56,49,46
2043,PN,74,67,40
2044,PN,31,21,20
2045,PN,38,30,8
2046,PN,84,69,51
2047,PN,70,45,43
2048,PN,48,40,25
2049,PN,77,64,54
2050,PN,65,61,45
2051,PN,76,75,48
2052,PN,38,24,14
2053,PN,67,48,40
2054,PN,58,39,30
2055,PN,16,21,22
2056,PN,66,34,18
2057,PN,64,47,36
2058,PN,45,39,19
2059,PN,75,52,38
2060,PN,33,11,20
2061,PN,32,27,18
2062,PN,66,50,26
2063,PN,37,15,10
2064,PN,51,39,26
2065,PN,63,42,27
2066,PN,60,33,27
2067,PN,38,37,20
2068,PN,83,81,44
2069,PN,36,17,16
2070,PN,48,44,30
2071,PN,67,65,54
2072,PN,75,52,51
2073,PN,66,51,38
2074,PN,84,67,44
2075,PN,63,43,29
2076,PN,69,45,42
2077,PN,68,57,32
2078,PN,78,69,42
2079,PN,75,58,46
2080,PN,35,20,15
2081,PN,38,23,23
2082,PN,67,67,37
2083,PN,65,39,32
2084,PN,46,24,18
2085,PN,56,59,41
2086,PN,74,55,40
2087,PN,73,58,45
2088,PN,65,49,41
2089,PN,23,37,23
2090,PN,77,70,45
2091,PN,78,54,44
2092,PN,56,38,27
2093,PN,81,55,52
2094,PN,50,38,22
2095,PN,65,56,44
2096,PN,57,37,18
2097,PN,63,34,25
2098,PN,85,61,49
2099,PN,46,22,23
2100,PN,81,43,34
2101,PN,59,48,28
2102,PN,51,50,35
2103,PN,69,35,29
2104,PN,55,32,30
2105,PN,71,38,34
2106,PN,53,46,32
2107,PN,55,33,21
2108,PN,44,33,28
2109,PN,54,33,25
2110,PN,63,59,49
2111,PN,65,56,52
2112,PN,39,29,26
2113,PN,65,31,24
2114,PN,78,38,27
2115,PN,73,61,38
2116,PN,75,63,45
2117,PN,70,51,33
2118,PN,43,41,29
2119,PN,72,55,39
2120,PN,67,42,28
2121,PN,53,37,28
2122,PN,49,34,18
2123,PN,51,21,35
2124,PN,69,55,37
2125,PN,67,52,32
2126,PN,92,57,49
2127,PN,56,45,31
2128,PN,68,46,37
2129,PN,53,37,29
2130,PN,45,42,15
2131,PN,63,64,54
2132,PN,71,30,37
2133,PN,61,40,31
2134,PN,43,31,21
2135,PN,62,41,22
2136,PN,56,40,21
2137,PN,52,39,31
2138,PN,64,43,25
2139,PN,63,52,30
2140,PN,33,39,18
2141,PN,71,59,41
2142,PN,28,20,14
2143,PN,48,30,9
2144,PN,83,38,25
2145,PN,34,29,26
2146,PN,49,24,22
2147,PN,40,26,24
2148,PN,68,24,31
2149,PN,61,50,46
2150,PN,20,15,8
2151,PN,27,20,16
2152,PN,64,37,26
2153,PN,59,29,21
2154,PN,78,46,31
2155,PN,80,40,34
2156,PN,45,40,24
2157,PN,54,43,24
2158,PN,51,23,31
2159,PN,59,62,48
2160,PN,68,51,38
2161,PN,84,47,57
2162,PN,69,54,43
2163,PN,46,21,34
2164,PN,71,60,35
2165,PN,22,15,22
2166,PN,76,51,33
2167,PN,78,57,46
2168,PN,76,61,43
2169,PN,81,64,43
2170,PN,58,45,26
2171,PN,38,10,11
2172,PN,78,46,39
2173,PN,34,25,19
2174,PN,30,18,25
2175,PN,76,68,43
2176,PN,32,19,7
2177,PN,60,44,41
2178,PN,36,24,16
2179,PN,32,25,19
2180,PN,34,38,19
2181,PN,82,39,31
2182,PN,69,55,24
2183,PN,45,40,31
2184,PN,38,27,23
2185,PN,30,19,17
2186,PN,32,25,17
2187,PN,62,40,24
2188,PN,75,36,26
2189,PN,41,27,18
2190,PN,64,52,40
2191,PN,80,63,45
2192,PN,68,65,38
2193,PN,29,19,12
2194,PN,86,49,25
2195,PN,66,64,50
2196,PN,61,36,35
2197,PN,41,39,34
2198,PN,29,34,16
2199,PN,44,33,29
2200,PN,59,35,21
2201,PN,80,72,49
2202,PN,56,43,25
2203,PN,45,28,16
2204,PN,69,30,18
2205,PN,77,53,31
2206,PN,66,48,45
2207,PN,36,27,25
2208,PN,65,66,43
2209,PN,52,25,17
2210,PN,71,33,24
2211,PN,70,37,26
2212,PN,44,22,20
2213,PN,64,36,32
2214,PN,75,57,40
2215,PN,54,35,23
2216,PN,44,27,28
2217,PN,47,28,18
2218,PN,72,46,32
2219,PN,61,74,59
2220,PN,52,25,19
2221,PN,37,35,21
2222,PN,75,59,42
2223,PN,67,43,25
2224,PN,31,22,20
2225,PN,54,31,24
2226,PN,65,50,39
2227,PN,51,51,31
2228,PN,75,56,42
2229,PN,38,25,15
2230,PN,18,21,15
2231,PN,66,50,36
2232,PN,61,49,27
2233,PN,47,37,19
2234,PN,51,51,29
2235,PN,60,46,24
2236,PN,51,40,28
2237,PN,67,52,36
2238,PN,74,50,43
2239,PN,57,41,46
2240,PN,72,40,27
2241,PN,70,45,31
2242,PN,68,37,43
2243,PN,41,28,19
2244,PN,62,36,29
2245,PN,69,51,23
2246,PN,78,66,44
2247,PN,47,52,37
2248,PN,53,50,45
2249,PN,60,24,16
2250,PN,68,53,23
2251,PN,75,54,39
2252,PN,36,30,19
2253,PN,57,55,45
2254,PN,41,18,19
2255,PN,71,37,23
2256,PN,69,60,40
2257,PN,48,29,25
2258,PN,71,60,32
2259,PN,62,46,40
2260,PN,75,43,30
2261,PN,54,43,25
2262,PN,40,28,17
2263,PN,82,46,35
2264,PN,61,31,33
2265,PN,59,56,37
2266,PN,38,50,30
2267,PN,48,29,28
2268,PN,65,39,33
2269,PN,59,49,44
2270,PN,54,40,24
2271,PN,73,71,42
2272,PN,66,61,40
2273,PN,65,42,29
2274,PN,40,33,24
2275,PN,60,42,25
2276,PN,76,66,43
2277,PN,57,48,38
2278,PN,58,52,40
2279,PN,71,50,33
2280,PN,64,50,21
2281,PN,51,45,18
2282,PN,72,48,38
2283,PN,82,67,44
2284,PN,37,35,33
2285,PN,82,48,22
2286,PN,71,42,38
2287,PN,60,38,32
2288,PN,76,44,32
2289,PN,60,42,17
2290,PN,70,44,46
2291,PN,74,59,37
2292,PN,66,54,40
2293,PN,62,22,24
2294,PN,68,39,34
2295,PN,42,37,18
2296,PN,25,36,19
2297,PN,68,49,32
2298,PN,71,49,42
2299,PN,42,19,14
2300,PN,65,60,37
2301,PN,62,37,33
2302,PN,82,45,33
2303,PN,54,53,37
2304,PN,64,44,26
2305,PN,37,30,16
2306,PN,55,34,23
2307,PN,55,49,34
2308,PN,59,52,45
2309,PN,38,24,17
2310,PN,46,23,28
2311,PN,45,49,37
2312,PN,62,49,24
2313,PN,69,68,43
2314,PN,54,49,32
2315,PN,42,23,16
2316,PN,78,48,41
2317,PN,82,50,43
2318,PN,77,69,40
2319,PN,60,33,27
2320,PN,27,11,11
2321,PN,45,23,33
2322,PN,44,35,35
2323,PN,93,42,33
2324,PN,48,45,41
2325,PN,64,49,30
2326,PN,72,62,32
2327,PN,73,40,45
2328,PN,75,65,48
2329,PN,73,57,42
2330,PN,34,25,21
2331,PN,71,48,25
2332,PN,43,33,22
2333,PN,72,37,30
2334,PN,56,36,19
2335,PN,62,42,27
2336,PN,63,52,48
2337,PN,70,39,25
2338,PN,57,24,28
2339,PN,75,57,57
2340,PN,50,44,23
2341,PN,60,33,34
2342,PN,67,37,30
2343,PN,43,23,28
2344,PN,61,40,29
2345,PN,70,61,46
2346,PN,67,36,26
2347,PN,28,8,16
2348,PN,75,56,35
2349,PN,30,26,26
2350,PN,75,54,45
2351,PN,80,70,43
2352,PN,60,53,47
2353,PN,56,52,28
2354,PN,74,70,50
2355,PN,48,32,27
2356,PN,69,44,40
2357,PN,61,58,43
2358,PN,58,15,23
2359,PN,47,27,18
2360,PN,53,33,28
2361,PN,34,35,20
2362,PN,80,64,45
2363,PN,36,37,20
2364,PN,55,32,31
2365,PN,57,33,22
2366,PN,46,24,27
2367,PN,64,71,42
2368,PN,28,13,11
2369,PN,64,67,55
2370,PN,24,11,11
2371,PN,88,51,36
2372,PN,71,37,29
2373,PN,43,29,17
2374,PN,56,40,30
2375,PN,81,43,29
2376,PN,65,60,41
2377,PN,74,72,53
2378,PN,67,50,43
2379,PN,57,27,31
2380,PN,73,47,33
2381,PN,64,57,43
2382,PN,32,25,18
2383,PN,34,26,33
2384,PN,22,29,12
2385,PN,47,35,30
2386,PN,40,19,18
2387,PN,62,38,28
2388,PN,71,57,43
2389,PN,28,30,30
2390,PN,51,20,24
2391,PN,73,61,36
2392,PN,61,35,33
2393,PN,53,37,38
2394,PN,57,60,41
2395,PN,42,38,24
2396,PN,69,52,43
2397,PN,75,62,34
