edge_type_id target_query source_query dynamics_params weight_sigma afferent_section_pos model_template syn_weight weight_function delay sigma_upper_bound afferent_section_id
117 pop_name=='['PN']' * Pulse2PN.json 0.3 0.8 AMPA_NMDA_STP 1.0 lognormal_weight 0.0 3.0 2
